"input_gene","RNA_assay","SCT_assay"
"Sgca","Sgca","Sgca"
"Hils1","H1f9","H1f9"
"Ppp1r9b","Ppp1r9b","Ppp1r9b"
"Samd14","Samd14","Samd14"
"Pdk2","Pdk2","Pdk2"
"Itga3","Itga3","Itga3"
"Dlx3","Dlx3",NA
"Dlx4","Dlx4",NA
"Tac4","Tac4","Tac4"
"Kat7","Kat7","Kat7"
"Fam117a","Fam117a","Fam117a"
"Slc35b1","Slc35b1","Slc35b1"
"Spop","Spop","Spop"
"Nxph3","Nxph3","Nxph3"
"Ngfr","Ngfr","Ngfr"
"Zfp652","Zfp652","Zfp652"
"Phospho1","Phospho1","Phospho1"
"Abi3","Abi3","Abi3"
"B4galnt2","B4galnt2","B4galnt2"
"Snf8","Snf8","Snf8"
"Ube2z","Ube2z","Ube2z"
"Hoxb3","Hoxb3",NA
"Skap1","Skap1","Skap1"
"Snx11","Snx11","Snx11"
"Cbx1","Cbx1","Cbx1"
"Nfe2l1","Nfe2l1","Nfe2l1"
"Copz2","Copz2","Copz2"
"Cdk5rap3","Cdk5rap3","Cdk5rap3"
"Prr15l","Prr15l","Prr15l"
"Pnpo","Pnpo","Pnpo"
"Sp2","Sp2","Sp2"
"Sp6","Sp6",NA
"Scrn2","Scrn2","Scrn2"
"Lrrc46","Lrrc46","Lrrc46"
"Mrpl10","Mrpl10","Mrpl10"
"Osbpl7","Osbpl7","Osbpl7"
"Tbx21","Tbx21",NA
"Tbkbp1","Tbkbp1","Tbkbp1"
"Kpnb1","Kpnb1","Kpnb1"
"Npepps","Npepps","Npepps"
"Mrpl45","Mrpl45","Mrpl45"
"Gpr179","Gpr179",NA
"Socs7","Socs7","Socs7"
"Arhgap23","Arhgap23","Arhgap23"
"Srcin1","Srcin1","Srcin1"
"Epop","Epop","Epop"
"Mllt6","Mllt6","Mllt6"
"Cisd3","Cisd3","Cisd3"
"Pcgf2","Pcgf2","Pcgf2"
"Pip4k2b","Pip4k2b","Pip4k2b"
"Cwc25","Cwc25","Cwc25"
"LOC691189","1700001P01Rik","1700001P01Rik"
"Lasp1","Lasp1","Lasp1"
"Fbxo47","Fbxo47","Fbxo47"
"Plxdc1","Plxdc1","Plxdc1"
"Arl5c","Arl5c","Arl5c"
"Cacnb1","Cacnb1","Cacnb1"
"Stac2","Stac2","Stac2"
"Fbxl20","Fbxl20","Fbxl20"
"Med1","Med1","Med1"
"Cdk12","Cdk12","Cdk12"
"Neurod2","Neurod2","Neurod2"
"Stard3","Stard3","Stard3"
"Tcap","Tcap","Tcap"
"Pnmt","Pnmt","Pnmt"
"Pgap3","Pgap3","Pgap3"
"Erbb2","Erbb2","Erbb2"
"Mien1","Mien1","Mien1"
"Grb7","Grb7","Grb7"
"Ikzf3","Ikzf3","Ikzf3"
"Zpbp2","Zpbp2","Zpbp2"
"Ormdl3","Ormdl3","Ormdl3"
"Psmd3","Psmd3","Psmd3"
"Med24","Med24","Med24"
"Thra","Thra","Thra"
"Nr1d1","Nr1d1","Nr1d1"
"Msl1","Msl1","Msl1"
"Casc3","Casc3","Casc3"
"Rapgefl1","Rapgefl1","Rapgefl1"
"Wipf2","Wipf2","Wipf2"
"Cdc6","Cdc6","Cdc6"
"Rara","Rara","Rara"
"Gjd3","Gjd3","Gjd3"
"Top2a","Top2a","Top2a"
"Igfbp4","Igfbp4","Igfbp4"
"Tns4","Tns4",NA
"Smarce1","Smarce1","Smarce1"
"Krt222","Krt222","Krt222"
"Krt25","Krt25","Krt25"
"Krt26","Krt26","Krt26"
"Krt27","Krt27","Krt27"
"Krt28","Krt28","Krt28"
"Krt10","Krt10","Krt10"
"Krt12","Krt12","Krt12"
"Krt23","Krt23","Krt23"
"Krt31","Krt31",NA
"Krt32","Krt32","Krt32"
"Krt36","Krt36","Krt36"
"Krt13","Krt13","Krt13"
"Krt17","Krt17","Krt17"
"Krt42","Krt42","Krt42"
"Gast","Gast","Gast"
"Hap1","Hap1","Hap1"
"Jup","Jup","Jup"
"P3h4","P3h4","P3h4"
"Fkbp10","Fkbp10","Fkbp10"
"Nt5c3b","Nt5c3b","Nt5c3b"
"Klhl10","Klhl10","Klhl10"
"Klhl11","Klhl11","Klhl11"
"Acly","Acly","Acly"
"Odad4","Odad4","Odad4"
"Cnp","Cnp","Cnp"
"Dnajc7","Dnajc7","Dnajc7"
"Nkiras2","Nkiras2","Nkiras2"
"Zfp385c","Zfp385c","Zfp385c"
"Dhx58","Dhx58","Dhx58"
"Kat2a","Kat2a","Kat2a"
"Hspb9","Hspb9","Hspb9"
"Rab5c","Rab5c","Rab5c"
"Kcnh4","Kcnh4","Kcnh4"
"Hcrt","Hcrt","Hcrt"
"Ghdc","Ghdc","Ghdc"
"Stat5b","Stat5b","Stat5b"
"Stat5a","Stat5a","Stat5a"
"Stat3","Stat3","Stat3"
"Cavin1","Cavin1","Cavin1"
"Atp6v0a1","Atp6v0a1","Atp6v0a1"
"Naglu","Naglu","Naglu"
"Hsd17b1","Hsd17b1","Hsd17b1"
"Coasy","Coasy","Coasy"
"Mlx","Mlx","Mlx"
"Psmc3ip","Psmc3ip","Psmc3ip"
"Retreg3","Retreg3","Retreg3"
"Tubg1","Tubg1","Tubg1"
"Tubg2","Tubg2","Tubg2"
"Plekhh3","Plekhh3","Plekhh3"
"Ccr10","Ccr10","Ccr10"
"Cntnap1","Cntnap1","Cntnap1"
"Ezh1","Ezh1","Ezh1"
"Coa3","Coa3","Coa3"
"Becn1","Becn1","Becn1"
"Aarsd1","Aarsd1","Aarsd1"
"Ptges3l","Ptges3l","Ptges3l"
"Rundc1","Rundc1","Rundc1"
"Rpl27","Rpl27","Rpl27"
"Ifi35","Ifi35","Ifi35"
"Vat1","Vat1","Vat1"
"Rnd2","Rnd2","Rnd2"
"Brca1","Brca1","Brca1"
"Nbr1","Nbr1","Nbr1"
"Tmem106a","Tmem106a","Tmem106a"
"Rdm1","Rdm1","Rdm1"
"Arl4d","Arl4d","Arl4d"
"Dhx8","Dhx8","Dhx8"
"Etv4","Etv4","Etv4"
"Dusp3","Dusp3","Dusp3"
"Cfap97d1","Cfap97d1","Cfap97d1"
"Mpp3","Mpp3","Mpp3"
"Cd300lg","Cd300lg","Cd300lg"
"Mpp2","Mpp2","Mpp2"
"Pyy","Pyy","Pyy"
"Nags","Nags","Nags"
"Tmem101","Tmem101","Tmem101"
"Lsm12","Lsm12","Lsm12"
"G6pc3","G6pc3","G6pc3"
"Hdac5","Hdac5","Hdac5"
"Hrob","Hrob","Hrob"
"Tmub2","Tmub2","Tmub2"
"Atxn7l3","Atxn7l3","Atxn7l3"
"Ubtf","Ubtf","Ubtf"
"Slc4a1","Slc4a1","Slc4a1"
"Rundc3a","Rundc3a","Rundc3a"
"Slc25a39","Slc25a39","Slc25a39"
"Grn","Grn","Grn"
"Fam171a2","Fam171a2","Fam171a2"
"Itga2b","Itga2b","Itga2b"
"Gpatch8","Gpatch8","Gpatch8"
"Fzd2","Fzd2","Fzd2"
"Ccdc43","Ccdc43","Ccdc43"
"Adam11","Adam11","Adam11"
"Gjc1","Gjc1","Gjc1"
"Eftud2","Eftud2","Eftud2"
"Ccdc103","Ccdc103","Ccdc103"
"FAM187A","Fam187a",NA
"Gfap","Gfap","Gfap"
"Kif18b","Kif18b","Kif18b"
"C1ql1","C1ql1","C1ql1"
"Dcakd","Dcakd","Dcakd"
"Nmt1","Nmt1","Nmt1"
"Plcd3","Plcd3","Plcd3"
"Acbd4","Acbd4","Acbd4"
"Hexim1","Hexim1","Hexim1"
"Hexim2","Hexim2","Hexim2"
"Fmnl1","Fmnl1","Fmnl1"
"LOC100361655","Efcab15","Efcab15"
"Spata32","Spata32","Spata32"
"Map3k14","Map3k14","Map3k14"
"Arhgap27","Arhgap27","Arhgap27"
"Plekhm1","Plekhm1","Plekhm1"
"Lrrc37a","Lrrc37a","Lrrc37a"
"Prp2l1","Lrrc37","Lrrc37"
"Rprml","Rprml","Rprml"
"Gosr2","Gosr2","Gosr2"
"Wnt9b","Wnt9b","Wnt9b"
"Wnt3","Wnt3","Wnt3"
"Nsf","Nsf","Nsf"
"Arf2","Arf2","Arf2"
"Crhr1","Crhr1","Crhr1"
"Mapt","Mapt","Mapt"
"Kansl1","Kansl1","Kansl1"
"Cdc27","Cdc27","Cdc27"
"Myl4","Myl4","Myl4"
"Itgb3","Itgb3","Itgb3"
"Efcab3","Efcab3","Efcab3"
"Mettl2","Mettl2","Mettl2"
"Tlk2","Tlk2","Tlk2"
"Mrc2","Mrc2","Mrc2"
"Marchf10","Marchf10","Marchf10"
"Tanc2","Tanc2","Tanc2"
"Cyb561","Cyb561","Cyb561"
"Ace","Ace","Ace"
"Kcnh6","Kcnh6","Kcnh6"
"Dcaf7","Dcaf7","Dcaf7"
"Taco1","Taco1","Taco1"
"Map3k3","Map3k3","Map3k3"
"Limd2","Limd2","Limd2"
"Strada","Strada","Strada"
"Ccdc47","Ccdc47","Ccdc47"
"Ddx42","Ddx42","Ddx42"
"Ftsj3","Ftsj3","Ftsj3"
"Psmc5","Psmc5","Psmc5"
"Smarcd2","Smarcd2","Smarcd2"
"Tcam1","Tcam1","Tcam1"
"Gh1","Gh","Gh"
"Cd79b","Cd79b","Cd79b"
"Scn4a","Scn4a","Scn4a"
"Prr29","Prr29","Prr29"
"Icam2","Icam2","Icam2"
"Ern1","Ern1","Ern1"
"Tex2","Tex2","Tex2"
"Pecam1","Pecam1","Pecam1"
"Milr1","Milr1","Milr1"
"Polg2","Polg2","Polg2"
"Ddx5","Ddx5","Ddx5"
"Mir3064","Mir3064","Mir3064"
"Cep95","Cep95","Cep95"
"Smurf2","Smurf2","Smurf2"
"Bptf","Bptf","Bptf"
"Nol11","Nol11","Nol11"
"Psmd12","Psmd12","Psmd12"
"Helz","Helz","Helz"
"Cacng1","Cacng1",NA
"Cacng4","Cacng4","Cacng4"
"Cacng5","Cacng5","Cacng5"
"Prkca","Prkca","Prkca"
"Apoh","Apoh","Apoh"
"Cep112","Cep112","Cep112"
"Axin2","Axin2","Axin2"
"RGD1565459","Mif",NA
"Rgs9","Rgs9","Rgs9"
"Gna13","Gna13","Gna13"
"Amz2","Amz2","Amz2"
"Arsg","Arsg","Arsg"
"Slc16a6","Slc16a6","Slc16a6"
"Wipi1","Wipi1","Wipi1"
"Prkar1a","Prkar1a","Prkar1a"
"Fam20a","Fam20a","Fam20a"
"RGD1559578","1700012B07Rik",NA
"Abca8","Abca8b","Abca8b"
"Abca8a","Abca8a","Abca8a"
"Abca9","Abca9","Abca9"
"Abca6","Abca6","Abca6"
"Abca5","Abca5","Abca5"
"Map2k6","Map2k6","Map2k6"
"Kcnj16","Kcnj16","Kcnj16"
"Kcnj2","Kcnj2","Kcnj2"
"Sox9","Sox9","Sox9"
"Slc39a11","Slc39a11","Slc39a11"
"Sstr2","Sstr2","Sstr2"
"Cog1","Cog1","Cog1"
"MGC95210","D11Wsu47e","D11Wsu47e"
"Cpsf4l","Cpsf4l",NA
"Cdc42ep4","Cdc42ep4","Cdc42ep4"
"Sdk2","Sdk2","Sdk2"
"Rpl38","Rpl38","Rpl38"
"Ttyh2","Ttyh2","Ttyh2"
"Dnai2","Dnai2","Dnai2"
"Kif19","Kif19a","Kif19a"
"Btbd17","Btbd17","Btbd17"
"Gprc5c","Gprc5c","Gprc5c"
"Cd300e","Cd300e","Cd300e"
"Rab37","Rab37","Rab37"
"Slc9a3r1","Nherf1","Nherf1"
"Nat9","Nat9","Nat9"
"Tmem104","Tmem104","Tmem104"
"Grin2c","Grin2c","Grin2c"
"Fdxr","Fdxr","Fdxr"
"Fads6","Fads6","Fads6"
"Ush1g","Ush1g",NA
"Otop2","Otop2","Otop2"
"Otop3","Otop3","Otop3"
"Hid1","Hid1","Hid1"
"Cdr2l","Cdr2l","Cdr2l"
"Mrpl58","Mrpl58","Mrpl58"
"Kctd2","Kctd2","Kctd2"
"Trim80","Trim80",NA
"Nt5c","Nt5c","Nt5c"
"Nup85","Nup85","Nup85"
"Gga3","Gga3","Gga3"
"Mrps7","Mrps7","Mrps7"
"Slc25a19","Slc25a19","Slc25a19"
"Grb2","Grb2","Grb2"
"Caskin2","Caskin2","Caskin2"
"Tsen54","Tsen54","Tsen54"
"Llgl2","Llgl2","Llgl2"
"Myo15b","Myo15b","Myo15b"
"Recql5","Recql5","Recql5"
"Smim5","Smim5","Smim5"
"Sap30bp","Sap30bp","Sap30bp"
"Itgb4","Itgb4","Itgb4"
"Galk1","Galk1","Galk1"
"Unk","Unk","Unk"
"Unc13d","Unc13d","Unc13d"
"Wbp2","Wbp2","Wbp2"
"Trim47","Trim47","Trim47"
"Trim65","Trim65","Trim65"
"Mrpl38","Mrpl38","Mrpl38"
"Fbf1","Fbf1","Fbf1"
"Acox1","Acox1","Acox1"
"Ten1","Ten1","Ten1"
"Evpl","Evpl","Evpl"
"Srp68","Srp68","Srp68"
"Galr2","Galr2","Galr2"
"Exoc7","Exoc7","Exoc7"
"Foxj1","Foxj1","Foxj1"
"Rnf157","Rnf157","Rnf157"
"Ubald2","Ubald2","Ubald2"
"Qrich2","Qrich2","Qrich2"
"Prpsap1","Prpsap1","Prpsap1"
"Sphk1","Sphk1","Sphk1"
"Ube2o","Ube2o","Ube2o"
"Aanat","Aanat","Aanat"
"Rhbdf2","Rhbdf2","Rhbdf2"
"Cygb","Cygb","Cygb"
"St6galnac2","St6galnac2","St6galnac2"
"Jmjd6","Jmjd6","Jmjd6"
"Mettl23","Mettl23","Mettl23"
"Srsf2","Srsf2","Srsf2"
"Mfsd11","Mfsd11","Mfsd11"
"Mgat5b","Mgat5b","Mgat5b"
"Sec14l1","Sec14l1","Sec14l1"
"Septin9","Septin9","Septin9"
"Tnrc6c","Tnrc6c","Tnrc6c"
"Tmc6","Tmc6","Tmc6"
"Tmc8","Tmc8","Tmc8"
"LOC688282","6030468B19Rik","6030468B19Rik"
"Syngr2","Syngr2","Syngr2"
"Tk1","Tk1","Tk1"
"Afmid","Afmid","Afmid"
"Birc5","Birc5","Birc5"
"Tmem235","Tmem235","Tmem235"
"LOC688286","Tha1","Tha1"
"Socs3","Socs3","Socs3"
"Pgs1","Pgs1","Pgs1"
"Dnah17","Dnah17","Dnah17"
"Cyth1","Cyth1","Cyth1"
"Usp36","Usp36","Usp36"
"Lgals3bp","Lgals3bp","Lgals3bp"
"Cant1","Cant1","Cant1"
"C1qtnf1","C1qtnf1","C1qtnf1"
"Engase","Engase","Engase"
"Rbfox3","Rbfox3","Rbfox3"
"Cbx2","Cbx2","Cbx2"
"Cbx8","Cbx8","Cbx8"
"Cbx4","Cbx4","Cbx4"
"Tbc1d16","Tbc1d16","Tbc1d16"
"Ccdc40","Ccdc40","Ccdc40"
"Gaa","Gaa","Gaa"
"Card14","Card14","Card14"
"Sgsh","Sgsh","Sgsh"
"Slc26a11","Slc26a11","Slc26a11"
"Rnf213","Rnf213","Rnf213"
"Endov","Endov","Endov"
"Nptx1","Nptx1","Nptx1"
"Rptor","Rptor","Rptor"
"Chmp6","Chmp6","Chmp6"
"Baiap2","Baiap2","Baiap2"
"Aatk","Aatk","Aatk"
"Cep131","Cep131","Cep131"
"Tepsin","Tepsin","Tepsin"
"Slc38a10","Slc38a10","Slc38a10"
"Bahcc1","Bahcc1","Bahcc1"
"Fscn2","Fscn2","Fscn2"
"Faap100","Faap100","Faap100"
"Nploc4","Nploc4","Nploc4"
"Tspan10","Tspan10","Tspan10"
"Pde6g","Pde6g","Pde6g"
"Oxld1","Oxld1","Oxld1"
"Ccdc137","Ccdc137","Ccdc137"
"Arl16","Arl16","Arl16"
"Hgs","Hgs","Hgs"
"Mrpl12","Mrpl12","Mrpl12"
"Slc25a10","Slc25a10","Slc25a10"
"Gcgr","Gcgr","Gcgr"
"Mcrip1","Mcrip1","Mcrip1"
"P4hb","P4hb","P4hb"
"Arhgdia","Arhgdia","Arhgdia"
"Pcyt2","Pcyt2","Pcyt2"
"Sirt7","Sirt7","Sirt7"
"Mafg","Mafg","Mafg"
"Pycr1","Pycr1","Pycr1"
"Myadml2","Myadml2","Myadml2"
"Notum","Notum","Notum"
"Aspscr1","Aspscr1","Aspscr1"
"Lrrc45","Lrrc45","Lrrc45"
"Rac3","Rac3","Rac3"
"Rfng","Rfng","Rfng"
"Gps1","Gps1","Gps1"
"Dus1l","Dus1l","Dus1l"
"Fasn","Fasn","Fasn"
"Ccdc57","Ccdc57","Ccdc57"
"Slc16a3","Slc16a3","Slc16a3"
"Csnk1d","Csnk1d","Csnk1d"
"Cd7","Cd7","Cd7"
"Sectm1a","Sectm1a","Sectm1a"
"Ogfod3","Ogfod3","Ogfod3"
"Hexd","Hexdc","Hexdc"
"Cybc1","Cybc1","Cybc1"
"Narf","Narf","Narf"
"Foxk2","Foxk2","Foxk2"
"Wdr45b","Wdr45b","Wdr45b"
"Rab40b","Rab40b","Rab40b"
"Fn3krp","Fn3krp","Fn3krp"
"Fn3k","Fn3k","Fn3k"
"Tbcd","Tbcd","Tbcd"
"Znf750","Zfp750","Zfp750"
"B3gntl1","B3gntl1","B3gntl1"
"Metrnl","Metrnl","Metrnl"
"Ptchd3","Ptchd3",NA
"Arl13b","Arl13b","Arl13b"
"Stx19","Stx19","Stx19"
"Pros1","Pros1","Pros1"
"Epha3","Epha3","Epha3"
"Zfp654","Zfp654","Zfp654"
"Cggbp1","Cggbp1","Cggbp1"
"Htr1f","Htr1f","Htr1f"
"Pou1f1","Pou1f1","Pou1f1"
"Chmp2b","Chmp2b","Chmp2b"
"Vgll3","Vgll3","Vgll3"
"Cadm2","Cadm2","Cadm2"
"Gbe1","Gbe1","Gbe1"
"Robo1","Robo1","Robo1"
"Robo2","Robo2","Robo2"
"Rbm11","Rbm11","Rbm11"
"Hspa13","Hspa13","Hspa13"
"Samsn1","Samsn1","Samsn1"
"Nrip1","Nrip1","Nrip1"
"Usp25","Usp25","Usp25"
"Cxadr","Cxadr","Cxadr"
"Btg3","Btg3","Btg3"
"RGD1563888","D16Ertd472e","D16Ertd472e"
"Chodl","Chodl","Chodl"
"Tmprss15","Tmprss15","Tmprss15"
"Ncam2","Ncam2","Ncam2"
"Mrpl39","Mrpl39","Mrpl39"
"Jam2","Jam2","Jam2"
"Atp5pf","Atp5pf","Atp5pf"
"Gabpa","Gabpa","Gabpa"
"App","App","App"
"Cyyr1","Cyyr1","Cyyr1"
"Adamts1","Adamts1","Adamts1"
"Adamts5","Adamts5","Adamts5"
"N6amt1","N6amt1","N6amt1"
"Ltn1","Ltn1","Ltn1"
"Rwdd2b","Rwdd2b","Rwdd2b"
"Usp16","Usp16","Usp16"
"Cct8","Cct8","Cct8"
"Bach1","Bach1","Bach1"
"Grik1","Grik1","Grik1"
"Cldn8","Cldn8",NA
"Krtap13-1","Krtap13-1",NA
"Krtap7-1","Krtap7-1",NA
"Krtap11-1","Krtap11-1","Krtap11-1"
"Tiam1","Tiam1","Tiam1"
"Sod1","Sod1","Sod1"
"Scaf4","Scaf4","Scaf4"
"Hunk","Hunk","Hunk"
"Mis18a","Mis18a","Mis18a"
"Mrap","Mrap","Mrap"
"Urb1","Urb1","Urb1"
"Eva1c","Eva1c","Eva1c"
"Cfap298","Cfap298","Cfap298"
"Synj1","Synj1","Synj1"
"Paxbp1","Paxbp1","Paxbp1"
"RGD1562726","4932438H23Rik","4932438H23Rik"
"Olig2","Olig2","Olig2"
"Olig1","Olig1","Olig1"
"Ifnar2","Ifnar2","Ifnar2"
"Il10rb","Il10rb","Il10rb"
"Ifnar1","Ifnar1","Ifnar1"
"Ifngr2","Ifngr2","Ifngr2"
"Tmem50b","Tmem50b","Tmem50b"
"Son","Son","Son"
"Dnajc28","Dnajc28","Dnajc28"
"Gart","Gart","Gart"
"Donson","Donson","Donson"
"Cryzl1","Cryzl1","Cryzl1"
"Itsn1","Itsn1","Itsn1"
"Atp5po","Atp5po","Atp5po"
"Mrps6","Mrps6","Mrps6"
"Slc5a3","Slc5a3","Slc5a3"
"Kcne2","Kcne2","Kcne2"
"Fam243a","Fam243",NA
"Rcan1","Rcan1","Rcan1"
"Clic6","Clic6","Clic6"
"Runx1","Runx1","Runx1"
"Setd4","Setd4","Setd4"
"Cbr3","Cbr3","Cbr3"
"Dop1b","Dop1b","Dop1b"
"Morc3","Morc3","Morc3"
"Chaf1b","Chaf1b","Chaf1b"
"Cldn14","Cldn14","Cldn14"
"Sim2","Sim2","Sim2"
"Hlcs","Hlcs","Hlcs"
"Ripply3","Ripply3","Ripply3"
"Pigp","Pigp","Pigp"
"Ttc3","Ttc3","Ttc3"
"Vps26c","Vps26c","Vps26c"
"Dyrk1a","Dyrk1a","Dyrk1a"
"Kcnj6","Kcnj6","Kcnj6"
"Kcnj15","Kcnj15","Kcnj15"
"Erg","Erg","Erg"
"Ets2","Ets2","Ets2"
"Psmg1","Psmg1","Psmg1"
"Brwd1","Brwd1","Brwd1"
"Get1","Get1","Get1"
"Lca5l","Lca5l","Lca5l"
"Sh3bgr","Sh3bgr","Sh3bgr"
"B3galt5","B3galt5","B3galt5"
"Igsf5","Igsf5","Igsf5"
"Dscam","Dscam","Dscam"
"Bace2","Bace2","Bace2"
"Fam3b","Fam3b","Fam3b"
"Ripk4","Ripk4","Ripk4"
"Prdm15","Prdm15","Prdm15"
"C2cd2","C2cd2","C2cd2"
"Zbtb21","Zbtb21","Zbtb21"
"Nsun3","Nsun3","Nsun3"
"LOC120095808","Gm24968",NA
"Epha6","Epha6","Epha6"
"Arl6","Arl6","Arl6"
"Crybg3","Crybg3","Crybg3"
"Riox2","Riox2","Riox2"
"Gabrr3","Gabrr3",NA
"Cldnd1","Cldnd1","Cldnd1"
"Gpr15","Gpr15",NA
"Cpox","Cpox","Cpox"
"LOC680520","Ftdc2",NA
"St3gal6","St3gal6","St3gal6"
"Dcbld2","Dcbld2","Dcbld2"
"Col8a1","Col8a1","Col8a1"
"Cmss1","Cmss1","Cmss1"
"Filip1l","Filip1l","Filip1l"
"Tmem30c","Tmem30c","Tmem30c"
"Tbc1d23","Tbc1d23","Tbc1d23"
"Nit2","Nit2","Nit2"
"Tomm70","Tomm70a","Tomm70a"
"Lnp1","Lnp1","Lnp1"
"Tmem45a","Tmem45a","Tmem45a"
"Tfg","Tfg","Tfg"
"Abi3bp","Abi3bp","Abi3bp"
"Impg2","Impg2",NA
"Senp7","Senp7","Senp7"
"Trmt10c","Trmt10c","Trmt10c"
"LOC120095729","Gm22422",NA
"Pcnp","Pcnp","Pcnp"
"Zbtb11","Zbtb11","Zbtb11"
"Cep97","Cep97","Cep97"
"Nxpe3","Nxpe3","Nxpe3"
"Nfkbiz","Nfkbiz","Nfkbiz"
"Zpld1","Zpld1","Zpld1"
"Alcam","Alcam","Alcam"
"Cblb","Cblb","Cblb"
"Bbx","Bbx","Bbx"
"Cd47","Cd47","Cd47"
"Ift57","Ift57","Ift57"
"Myh15","Myh15","Myh15"
"Cip2a","Cip2a","Cip2a"
"Dzip3","Dzip3","Dzip3"
"Retnlg","Retnla","Retnla"
"Trat1","Trat1",NA
"Dppa4","Dppa4","Dppa4"
"Nectin3","Nectin3","Nectin3"
"Cd96","Cd96","Cd96"
"Plcxd2","Plcxd2","Plcxd2"
"Phldb2","Phldb2","Phldb2"
"Abhd10","Abhd10","Abhd10"
"Tagln3","Tagln3","Tagln3"
"Tmprss7","Tmprss7","Tmprss7"
"LOC685680","BC016579","BC016579"
"Gcsam","Gcsam",NA
"Cd200","Cd200","Cd200"
"Btla","Btla","Btla"
"Atg3","Atg3","Atg3"
"Slc35a5","Slc35a5","Slc35a5"
"Ccdc80","Ccdc80","Ccdc80"
"Cd200r1","Cd200r1","Cd200r1"
"Gtpbp8","Gtpbp8","Gtpbp8"
"Nepro","Nepro","Nepro"
"Boc","Boc","Boc"
"Cfap44","Cfap44","Cfap44"
"Spice1","Spice1","Spice1"
"Sidt1","Sidt1","Sidt1"
"Usf3","Usf3","Usf3"
"Naa50","Naa50","Naa50"
"Atp6v1a","Atp6v1a","Atp6v1a"
"Gramd1c","Gramd1c","Gramd1c"
"Zdhhc23","Zdhhc23","Zdhhc23"
"Ccdc191","Ccdc191","Ccdc191"
"Qtrt2","Qtrt2","Qtrt2"
"Zbtb20","Zbtb20","Zbtb20"
"Gap43","Gap43","Gap43"
"Lsamp","Lsamp","Lsamp"
"Igsf11","Igsf11","Igsf11"
"Upk1b","Upk1b",NA
"B4galt4","B4galt4","B4galt4"
"Arhgap31","Arhgap31","Arhgap31"
"Tmem39a","Tmem39a","Tmem39a"
"Poglut1","Poglut1","Poglut1"
"Timmdc1","Timmdc1","Timmdc1"
"Cd80","Cd80","Cd80"
"Adprh","Adprh","Adprh"
"Pla1a","Pla1a","Pla1a"
"Popdc2","Popdc2","Popdc2"
"Cfap91","Cfap91","Cfap91"
"Nr1i2","Nr1i2","Nr1i2"
"Gsk3b","Gsk3b","Gsk3b"
"Gpr156","Gpr156","Gpr156"
"Lrrc58","Lrrc58","Lrrc58"
"LOC102552404","Btnl12","Btnl12"
"Fstl1","Fstl1","Fstl1"
"Hgd","Hgd","Hgd"
"Rabl3","Rabl3","Rabl3"
"Gtf2e1","Gtf2e1","Gtf2e1"
"Stxbp5l","Stxbp5l","Stxbp5l"
"Polq","Polq","Polq"
"Fbxo40","Fbxo40","Fbxo40"
"Hcls1","Hcls1","Hcls1"
"Golgb1","Golgb1","Golgb1"
"Iqcb1","Iqcb1","Iqcb1"
"Eaf2","Eaf2","Eaf2"
"Slc15a2","Slc15a2","Slc15a2"
"Ildr1","Ildr1","Ildr1"
"Cd86","Cd86","Cd86"
"Casr","Casr","Casr"
"Mix23","Mix23","Mix23"
"Wdr5b","Wdr5b","Wdr5b"
"Kpna1","Kpna1","Kpna1"
"Parp9","Parp9","Parp9"
"Dtx3l","Dtx3l","Dtx3l"
"Parp14","Parp14","Parp14"
"Hspbap1","Hspbap1","Hspbap1"
"Slc49a4","Slc49a4","Slc49a4"
"Sema5b","Sema5b","Sema5b"
"Pdia5","Pdia5","Pdia5"
"Sec22a","Sec22a","Sec22a"
"Adcy5","Adcy5","Adcy5"
"Mylk","Mylk","Mylk"
"Ccdc14","Ccdc14","Ccdc14"
"Ropn1","Ropn1","Ropn1"
"Kalrn","Kalrn","Kalrn"
"Umps","Umps","Umps"
"Itgb5","Itgb5","Itgb5"
"Muc13","Muc13","Muc13"
"Heg1","Heg1","Heg1"
"Slc12a8","Slc12a8","Slc12a8"
"Zfp148","Zfp148","Zfp148"
"Snx4","Snx4","Snx4"
"Osbpl11","Osbpl11","Osbpl11"
"Lmln","Lmln","Lmln"
"Iqcg","Iqcg","Iqcg"
"Lrch3","Lrch3","Lrch3"
"Fyttd1","Fyttd1","Fyttd1"
"Rubcn","Rubcn","Rubcn"
"Muc20","Muc20",NA
"Tnk2","Tnk2","Tnk2"
"Tfrc","Tfrc","Tfrc"
"Zdhhc19","Zdhhc19","Zdhhc19"
"Slc51a","Slc51a","Slc51a"
"Pcyt1a","Pcyt1a","Pcyt1a"
"Dynlt2b","Dynlt2b","Dynlt2b"
"Tm4sf19","Tm4sf19","Tm4sf19"
"Rnf168","Rnf168","Rnf168"
"Smco1","Smco1","Smco1"
"Wdr53","Wdr53","Wdr53"
"Fbxo45","Fbxo45","Fbxo45"
"Nrros","Nrros","Nrros"
"Cep19","Cep19","Cep19"
"Pigx","Pigx","Pigx"
"Pak2","Pak2","Pak2"
"Ncbp2","Ncbp2","Ncbp2"
"Ncbp2as2","Ncbp2as2","Ncbp2as2"
"Meltf","Meltf","Meltf"
"Dlg1","Dlg1","Dlg1"
"Bdh1","Bdh1","Bdh1"
"Apod","Apod","Apod"
"Ppp1r2","Ppp1r2","Ppp1r2"
"Acap2","Acap2","Acap2"
"Xxylt1","Xxylt1","Xxylt1"
