"input_gene","RNA_assay","SCT_assay"
"Ifrd2","IFRD2","IFRD2"
"Lsmem2","LSMEM2","LSMEM2"
"Sema3b","SEMA3B","SEMA3B"
"Gnai2","GNAI2","GNAI2"
"Slc38a3","SLC38A3","SLC38A3"
"Gnat1","GNAT1","GNAT1"
"Sema3f","SEMA3F","SEMA3F"
"Rbm5","RBM5","RBM5"
"Rbm6","RBM6","RBM6"
"Mon1a","MON1A","MON1A"
"Mst1r","MST1R","MST1R"
"Camkv","CAMKV","CAMKV"
"Traip","TRAIP","TRAIP"
"Uba7","UBA7","UBA7"
"Inka1","INKA1","INKA1"
"Cdhr4","CDHR4","CDHR4"
"Gmppb","GMPPB","GMPPB"
"Rnf123","RNF123","RNF123"
"Amigo3","AMIGO3","AMIGO3"
"Mst1","MST1","MST1"
"Apeh","APEH","APEH"
"Bsn","BSN","BSN"
"Dag1","DAG1","DAG1"
"Nicn1","NICN1","NICN1"
"Amt","AMT","AMT"
"Rhoa","RHOA","RHOA"
"Gpx1","GPX1","GPX1"
"Usp4","USP4","USP4"
"LOC498675","C3orf62","C3orf62"
"Iho1","IHO1","IHO1"
"LOC680045","C3orf84",NA
"Klhdc8b","KLHDC8B","KLHDC8B"
"Ccdc71","CCDC71","CCDC71"
"Lamb2","LAMB2","LAMB2"
"Usp19","USP19","USP19"
"Qars1","QARS1","QARS1"
"Qrich1","QRICH1","QRICH1"
"Impdh2","IMPDH2","IMPDH2"
"Ndufaf3","NDUFAF3","NDUFAF3"
"Dalrd3","DALRD3","DALRD3"
"Mir425","MIR425",NA
"Wdr6","WDR6","WDR6"
"P4htm","P4HTM","P4HTM"
"Arih2","ARIH2","ARIH2"
"Slc25a20","SLC25A20","SLC25A20"
"Prkar2a","PRKAR2A","PRKAR2A"
"Ip6k2","IP6K2","IP6K2"
"Nckipsd","NCKIPSD","NCKIPSD"
"Celsr3","CELSR3","CELSR3"
"Slc26a6","SLC26A6","SLC26A6"
"Tmem89","TMEM89","TMEM89"
"Uqcrc1","UQCRC1","UQCRC1"
"Col7a1","COL7A1","COL7A1"
"Ucn2","UCN2","UCN2"
"Pfkfb4","PFKFB4","PFKFB4"
"Shisa5","SHISA5","SHISA5"
"Trex1","TREX1","TREX1"
"Atrip","ATRIP","ATRIP"
"Ccdc51","CCDC51","CCDC51"
"Plxnb1","PLXNB1","PLXNB1"
"Spink8","SPINK8","SPINK8"
"Nme6","NME6","NME6"
"Camp","CAMP","CAMP"
"Cdc25a","CDC25A","CDC25A"
"Dhx30","DHX30","DHX30"
"Smarcc1","SMARCC1","SMARCC1"
"Cspg5","CSPG5","CSPG5"
"Elp6","ELP6","ELP6"
"Scap","SCAP","SCAP"
"Ptpn23","PTPN23","PTPN23"
"Klhl18","KLHL18","KLHL18"
"Kif9","KIF9","KIF9"
"Setd2","SETD2","SETD2"
"Nbeal2","NBEAL2","NBEAL2"
"Ccdc12","CCDC12","CCDC12"
"Pth1r","PTH1R","PTH1R"
"Myl3","MYL3","MYL3"
"Prss50","PRSS50","PRSS50"
"Tmie","TMIE","TMIE"
"Als2cl","ALS2CL","ALS2CL"
"Lrrc2","LRRC2","LRRC2"
"Rtp3","RTP3","RTP3"
"RGD1565653","ELOB","ELOB"
"Ccrl2","CCRL2","CCRL2"
"Lrrfip2","LRRFIP2","LRRFIP2"
"Mlh1","MLH1","MLH1"
"Epm2aip1","EPM2AIP1","EPM2AIP1"
"Trank1","TRANK1","TRANK1"
"Dclk3","DCLK3","DCLK3"
"Stac","STAC","STAC"
"Arpp21","ARPP21","ARPP21"
"Clasp2","CLASP2","CLASP2"
"Ubp1","UBP1","UBP1"
"Fbxl2","FBXL2","FBXL2"
"Susd5","SUSD5","SUSD5"
"Glb1","GLB1","GLB1"
"Tmppe","TMPPE","TMPPE"
"Ccr4","CCR4",NA
"Trim71","TRIM71","TRIM71"
"Cnot10","CNOT10","CNOT10"
"Dync1li1","DYNC1LI1","DYNC1LI1"
"Cmtm6","CMTM6","CMTM6"
"Cmtm7","CMTM7","CMTM7"
"Cmtm8","CMTM8","CMTM8"
"Osbpl10","OSBPL10","OSBPL10"
"Stt3b","STT3B","STT3B"
"Gadl1","GADL1","GADL1"
"Tgfbr2","TGFBR2","TGFBR2"
"Rbms3","RBMS3","RBMS3"
"Zcwpw2","ZCWPW2","ZCWPW2"
"Azi2","AZI2","AZI2"
"Cmc1","CMC1","CMC1"
"Eomes","EOMES","EOMES"
"Itga9","ITGA9","ITGA9"
"Ctdspl","CTDSPL","CTDSPL"
"Vill","VILL","VILL"
"Plcd1","PLCD1","PLCD1"
"Dlec1","DLEC1","DLEC1"
"Slc22a14","SLC22A14","SLC22A14"
"Myd88","MYD88","MYD88"
"Xylb","XYLB","XYLB"
"Acvr2b","ACVR2B","ACVR2B"
"Exog","EXOG","EXOG"
"Scn5a","SCN5A","SCN5A"
"Scn11a","SCN11A","SCN11A"
"Wdr48","WDR48","WDR48"
"Gorasp1","GORASP1","GORASP1"
"Ttc21a","TTC21A","TTC21A"
"Csrnp1","CSRNP1","CSRNP1"
"Xirp1","XIRP1","XIRP1"
"Cx3cr1","CX3CR1","CX3CR1"
"Slc25a38","SLC25A38","SLC25A38"
"Mobp","MOBP","MOBP"
"Myrip","MYRIP","MYRIP"
"Eif1b","EIF1B","EIF1B"
"Entpd3","ENTPD3","ENTPD3"
"Ctnnb1","CTNNB1","CTNNB1"
"Ulk4","ULK4","ULK4"
"Trak1","TRAK1","TRAK1"
"Cck","CCK","CCK"
"Lyzl4","LYZL4","LYZL4"
"Vipr1","VIPR1","VIPR1"
"Sec22c","SEC22C","SEC22C"
"Ss18l2","SS18L2","SS18L2"
"Nktr","NKTR","NKTR"
"Zbtb47","ZBTB47","ZBTB47"
"Klhl40","KLHL40","KLHL40"
"Hhatl","HHATL","HHATL"
"Ccdc13","CCDC13","CCDC13"
"Ackr2","ACKR2","ACKR2"
"Gask1a","GASK1A","GASK1A"
"Pomgnt2","POMGNT2","POMGNT2"
"Snrk","SNRK","SNRK"
"Ano10","ANO10","ANO10"
"Abhd5","ABHD5","ABHD5"
"Tcaim","TCAIM","TCAIM"
"Zfp445","ZNF445","ZNF445"
"Zkscan7","ZKSCAN7","ZKSCAN7"
"Znf660","ZNF660","ZNF660"
"Zfp105","ZNF35","ZNF35"
"RGD1311745","KIAA1143","KIAA1143"
"Kif15","KIF15","KIF15"
"Tgm4","TGM4","TGM4"
"Exosc7","EXOSC7","EXOSC7"
"Clec3b","CLEC3B","CLEC3B"
"Cdcp1","CDCP1","CDCP1"
"Tmem158","TMEM158","TMEM158"
"Lars2","LARS2","LARS2"
"Limd1","LIMD1","LIMD1"
"Sacm1l","SACM1L","SACM1L"
"Lztfl1","LZTFL1","LZTFL1"
"Ccr9","CCR9",NA
"Fyco1","FYCO1","FYCO1"
"Cxcr6","CXCR6","CXCR6"
"Xcr1","XCR1","XCR1"
"Ccr3","CCR3","CCR3"
"Ccr1l1","CCR1",NA
"Ccr2","CCR2","CCR2"
"Ccr5","CCR5","CCR5"
"Uxs1","UXS1","UXS1"
"Ebi3","EBI3","EBI3"
"Shd","SHD","SHD"
"Fsd1","FSD1","FSD1"
"Stap2","STAP2","STAP2"
"Mpnd","MPND","MPND"
"Sh3gl1","SH3GL1","SH3GL1"
"Chaf1a","CHAF1A","CHAF1A"
"Ubxn6","UBXN6","UBXN6"
"Hdgfl2","HDGFL2","HDGFL2"
"Plin4","PLIN4","PLIN4"
"Plin5","PLIN5","PLIN5"
"Lrg1","LRG1","LRG1"
"Sema6b","SEMA6B","SEMA6B"
"Tnfaip8l1","TNFAIP8L1","TNFAIP8L1"
"Mydgf","MYDGF","MYDGF"
"Dpp9","DPP9","DPP9"
"Fem1a","FEM1A","FEM1A"
"Uhrf1","UHRF1","UHRF1"
"Kdm4b","KDM4B","KDM4B"
"Ptprs","PTPRS","PTPRS"
"Znrf4","ZNRF4","ZNRF4"
"Safb2","SAFB2","SAFB2"
"Safb","SAFB","SAFB"
"Micos13","MICOS13","MICOS13"
"Lonp1","LONP1","LONP1"
"Catsperd","CATSPERD","CATSPERD"
"Ranbp3","RANBP3","RANBP3"
"Vmac","VMAC","VMAC"
"Ndufa11","NDUFA11","NDUFA11"
"Nrtn","NRTN","NRTN"
"Dus3l","DUS3L","DUS3L"
"Prr22","PRR22","PRR22"
"Rfx2","RFX2","RFX2"
"Mllt1","MLLT1","MLLT1"
"Acer1","ACER1","ACER1"
"Clpp","CLPP","CLPP"
"Alkbh7","ALKBH7","ALKBH7"
"Pspn","PSPN","PSPN"
"Gtf2f1","GTF2F1","GTF2F1"
"Khsrp","KHSRP","KHSRP"
"Slc25a41","SLC25A41",NA
"Slc25a23","SLC25A23","SLC25A23"
"Crb3","CRB3","CRB3"
"Dennd1c","DENND1C","DENND1C"
"Tubb4a","TUBB4A","TUBB4A"
"Tnfsf9","TNFSF9","TNFSF9"
"Brcc3","BRCC3","BRCC3"
"Cd70","CD70","CD70"
"Tnfsf14","TNFSF14",NA
"C3","C3","C3"
"Gpr108","GPR108","GPR108"
"Trip10","TRIP10","TRIP10"
"Vav1","VAV1","VAV1"
"Adgre1","ADGRE1","ADGRE1"
"Plcl2","PLCL2","PLCL2"
"Tbc1d5","TBC1D5","TBC1D5"
"Satb1","SATB1","SATB1"
"Kcnh8","KCNH8","KCNH8"
"Efhb","EFHB","EFHB"
"Pp2d1","PP2D1","PP2D1"
"Kat2b","KAT2B","KAT2B"
"Sgo1","SGO1","SGO1"
"Slc5a7","SLC5A7","SLC5A7"
"St6gal2","ST6GAL2","ST6GAL2"
"Dazl","DAZL","DAZL"
"Rftn1","RFTN1","RFTN1"
"Kif6","KIF6","KIF6"
"Daam2","DAAM2","DAAM2"
"Mocs1","MOCS1","MOCS1"
"Lrfn2","LRFN2","LRFN2"
"Unc5cl","UNC5CL","UNC5CL"
"Tspo2","TSPO2","TSPO2"
"Apobec2","APOBEC2","APOBEC2"
"Oard1","OARD1","OARD1"
"Nfya","NFYA","NFYA"
"Treml1","TREML1","TREML1"
"Trem2","TREM2","TREM2"
"Treml2","TREML2","TREML2"
"Trem1","TREM1","TREM1"
"Foxp4","FOXP4","FOXP4"
"Mdfi","MDFI","MDFI"
"Tfeb","TFEB","TFEB"
"Pgc","PGC",NA
"Frs3","FRS3","FRS3"
"Prickle4","PRICKLE4","PRICKLE4"
"Usp49","USP49","USP49"
"Med20","MED20","MED20"
"Bysl","BYSL","BYSL"
"Ccnd3","CCND3","CCND3"
"Taf8","TAF8","TAF8"
"LOC100912849","CIMIP3","CIMIP3"
"Guca1a","GUCA1A","GUCA1A"
"Guca1b","GUCA1B","GUCA1B"
"Mrps10","MRPS10","MRPS10"
"Trerf1","TRERF1","TRERF1"
"Ubr2","UBR2","UBR2"
"Prph2","PRPH2","PRPH2"
"Tbcc","TBCC","TBCC"
"Bicral","BICRAL","BICRAL"
"LOC681367","C6orf226","C6orf226"
"Ptcra","PTCRA",NA
"Cnpy3","CNPY3","CNPY3"
"Gnmt","GNMT","GNMT"
"Pex6","PEX6","PEX6"
"Ppp2r5d","PPP2R5D","PPP2R5D"
"Mea1","MEA1","MEA1"
"Klhdc3","KLHDC3","KLHDC3"
"Rrp36","RRP36","RRP36"
"Cul7","CUL7","CUL7"
"Mrpl2","MRPL2","MRPL2"
"Klc4","KLC4","KLC4"
"Ptk7","PTK7","PTK7"
"Srf","SRF","SRF"
"Cul9","CUL9","CUL9"
"Dnph1","DNPH1","DNPH1"
"Ttbk1","TTBK1","TTBK1"
"Slc22a7","SLC22A7","SLC22A7"
"Crip3","CRIP3","CRIP3"
"Zfp318","ZNF318","ZNF318"
"Abcc10","ABCC10","ABCC10"
"Dlk2","DLK2","DLK2"
"Lrrc73","LRRC73","LRRC73"
"Yipf3","YIPF3","YIPF3"
"Polr1c","POLR1C","POLR1C"
"Xpo5","XPO5","XPO5"
"Polh","POLH","POLH"
"Gtpbp2","GTPBP2","GTPBP2"
"Mad2l1bp","MAD2L1BP","MAD2L1BP"
"Rsph9","RSPH9","RSPH9"
"Mrps18a","MRPS18A","MRPS18A"
"Vegfa","VEGFA","VEGFA"
"Mrpl14","MRPL14","MRPL14"
"Tmem63b","TMEM63B","TMEM63B"
"Capn11","CAPN11","CAPN11"
"Slc29a1","SLC29A1","SLC29A1"
"Hsp90ab1","HSP90AB1","HSP90AB1"
"Slc35b2","SLC35B2","SLC35B2"
"Nfkbie","NFKBIE","NFKBIE"
"Aars2","AARS2","AARS2"
"Spats1","SPATS1","SPATS1"
"Cdc5l","CDC5L","CDC5L"
"Supt3h","SUPT3H","SUPT3H"
"Runx2","RUNX2","RUNX2"
"Clic5","CLIC5","CLIC5"
"Enpp4","ENPP4","ENPP4"
"Enpp5","ENPP5","ENPP5"
"Rcan2","RCAN2","RCAN2"
"Cyp39a1","CYP39A1","CYP39A1"
"Slc25a27","SLC25A27","SLC25A27"
"Tdrd6","TDRD6",NA
"Pla2g7","PLA2G7","PLA2G7"
"Ankrd66","ANKRD66","ANKRD66"
"Adgrf5","ADGRF5","ADGRF5"
"Tnfrsf21","TNFRSF21","TNFRSF21"
"Cd2ap","CD2AP","CD2AP"
"Opn5","OPN5","OPN5"
"Ptchd4","PTCHD4","PTCHD4"
"Mmut","MMUT","MMUT"
"Cenpq","CENPQ","CENPQ"
"Rhag","RHAG",NA
"Tfap2d","TFAP2D","TFAP2D"
"Tfap2b","TFAP2B","TFAP2B"
"Mcm3","MCM3","MCM3"
"Paqr8","PAQR8","PAQR8"
"Efhc1","EFHC1","EFHC1"
"Tram2","TRAM2","TRAM2"
"Tmem14a","TMEM14A","TMEM14A"
"Kcnq5","KCNQ5","KCNQ5"
"Rims1","RIMS1","RIMS1"
"Ogfrl1","OGFRL1","OGFRL1"
"B3gat2","B3GAT2","B3GAT2"
"Smap1","SMAP1","SMAP1"
"Fam135a","FAM135A","FAM135A"
"Col9a1","COL9A1","COL9A1"
"Col19a1","COL19A1","COL19A1"
"Lmbrd1","LMBRD1","LMBRD1"
"Adgrb3","ADGRB3","ADGRB3"
"Phf3","PHF3","PHF3"
"Ptp4a1","PTP4A1","PTP4A1"
"Lgsn","LGSN","LGSN"
"Khdrbs2","KHDRBS2","KHDRBS2"
"Prim2","PRIM2","PRIM2"
"Rab23","RAB23","RAB23"
"Bag2","BAG2","BAG2"
"Zfp451","ZNF451","ZNF451"
"Bend6","BEND6","BEND6"
"Dst","DST","DST"
"Ccdc115","CCDC115","CCDC115"
"Imp4","IMP4","IMP4"
"Ptpn18","PTPN18","PTPN18"
"Amer3","AMER3","AMER3"
"Fam168b","FAM168B","FAM168B"
"Plekhb2","PLEKHB2","PLEKHB2"
"Hs6st1","HS6ST1","HS6ST1"
"Uggt1","UGGT1","UGGT1"
"Neurl3","NEURL3","NEURL3"
"Arid5a","ARID5A","ARID5A"
"Kansl3","KANSL3","KANSL3"
"Lman2l","LMAN2L","LMAN2L"
"Cnnm4","CNNM4","CNNM4"
"Cnnm3","CNNM3","CNNM3"
"Ankrd23","ANKRD23","ANKRD23"
"Ankrd39","ANKRD39","ANKRD39"
"Sema4c","SEMA4C","SEMA4C"
"Fam178b","FAM178B","FAM178B"
"Cox5b","COX5B","COX5B"
"Actr1b","ACTR1B","ACTR1B"
"LOC100909859","C2orf92","C2orf92"
"Zap70","ZAP70","ZAP70"
"Tmem131","TMEM131","TMEM131"
"Vwa3b","VWA3B","VWA3B"
"Inpp4a","INPP4A","INPP4A"
"Unc50","UNC50","UNC50"
"Mgat4a","MGAT4A","MGAT4A"
"Cracdl","CRACDL","CRACDL"
"Tsga10","TSGA10","TSGA10"
"Lipt1","LIPT1","LIPT1"
"Mitd1","MITD1","MITD1"
"Txndc9","TXNDC9","TXNDC9"
"Eif5b","EIF5B","EIF5B"
"Rev1","REV1","REV1"
"Aff3","AFF3","AFF3"
"Lonrf2","LONRF2","LONRF2"
"Chst10","CHST10","CHST10"
"Pdcl3","PDCL3","PDCL3"
"Npas2","NPAS2","NPAS2"
"Rpl31","RPL31","RPL31"
"Tbc1d8","TBC1D8","TBC1D8"
"Cnot11","CNOT11","CNOT11"
"Rnf149","RNF149","RNF149"
"LOC120094944","SNORD89","SNORD89"
"Creg2","CREG2","CREG2"
"Rfx8","RFX8","RFX8"
"Map4k4","MAP4K4","MAP4K4"
"Il1r2","IL1R2","IL1R2"
"Il1r1","IL1R1","IL1R1"
"Il1rl2","IL1RL2","IL1RL2"
"Il1rl1","IL1RL1","IL1RL1"
"Il18r1","IL18R1",NA
"Il18rap","IL18RAP","IL18RAP"
"Slc9a4","SLC9A4","SLC9A4"
"Slc9a2","SLC9A2","SLC9A2"
"Mfsd9","MFSD9","MFSD9"
"Tmem182","TMEM182","TMEM182"
"Pou3f3","POU3F3","POU3F3"
"Mrps9","MRPS9","MRPS9"
"Gpr45","GPR45","GPR45"
"Tgfbrap1","TGFBRAP1","TGFBRAP1"
"RGD1310553","C2orf49","C2orf49"
"Fhl2","FHL2","FHL2"
"Nck2","NCK2","NCK2"
"Ecrg4","ECRG4","ECRG4"
"Tpp2","TPP2","TPP2"
"Mettl21c","METTL21C","METTL21C"
"Ccdc168","CCDC168",NA
"Tex30","TEX30","TEX30"
"Poglut2","POGLUT2","POGLUT2"
"Bivm","BIVM","BIVM"
"Ercc5","ERCC5","ERCC5"
"Mettl21cl1","METTL21EP",NA
"Gulp1","GULP1","GULP1"
"Col3a1","COL3A1","COL3A1"
"Col5a2","COL5A2","COL5A2"
"Wdr75","WDR75","WDR75"
"Slc40a1","SLC40A1","SLC40A1"
"Osgepl1","OSGEPL1","OSGEPL1"
"Pms1","PMS1","PMS1"
"LOC685203","C2orf88","C2orf88"
"Hibch","HIBCH","HIBCH"
"Inpp1","INPP1","INPP1"
"Mfsd6","MFSD6","MFSD6"
"Nemp2","NEMP2","NEMP2"
"Nab1","NAB1","NAB1"
"Gls","GLS","GLS"
"Myo1b","MYO1B","MYO1B"
"Nabp1","NABP1","NABP1"
"Cavin2","CAVIN2","CAVIN2"
"Slc39a10","SLC39A10","SLC39A10"
"Dnah7","DNAH7","DNAH7"
"Stk17b","STK17B","STK17B"
"Hecw2","HECW2","HECW2"
"Ccdc150","CCDC150","CCDC150"
"Gtf3c3","GTF3C3","GTF3C3"
"LOC686030","C2orf66","C2orf66"
"Pgap1","PGAP1","PGAP1"
"Ankrd44","ANKRD44","ANKRD44"
"Sf3b1","SF3B1","SF3B1"
"Coq10b","COQ10B","COQ10B"
"Mob4","MOB4","MOB4"
"Rftn2","RFTN2","RFTN2"
"Plcl1","PLCL1","PLCL1"
"Satb2","SATB2","SATB2"
"RGD1306941","C2orf69","C2orf69"
"Tyw5","TYW5","TYW5"
"Maip1","MAIP1","MAIP1"
"Spats2l","SPATS2L","SPATS2L"
"Kctd18","KCTD18","KCTD18"
"Sgo2","SGO2","SGO2"
"Aox1","AOX1","AOX1"
"Clk1","CLK1","CLK1"
"Nif3l1","NIF3L1","NIF3L1"
"Orc2","ORC2","ORC2"
"Cflar","CFLAR","CFLAR"
"Casp8","CASP8","CASP8"
"Flacc1","FLACC1","FLACC1"
"Trak2","TRAK2","TRAK2"
"Stradb","STRADB","STRADB"
"Tmem237","TMEM237","TMEM237"
"Mpp4","MPP4","MPP4"
"Als2","ALS2","ALS2"
"Cdk15","CDK15","CDK15"
"Fzd7","FZD7",NA
"RGD1562029","KIAA2012","KIAA2012"
"Nop58","NOP58","NOP58"
"Bmpr2","BMPR2","BMPR2"
"Fam117b","FAM117B","FAM117B"
"Ica1l","ICA1L","ICA1L"
"Wdr12","WDR12","WDR12"
"Carf","CARF","CARF"
"Nbeal1","NBEAL1","NBEAL1"
"Cyp20a1","CYP20A1","CYP20A1"
"Abi2","ABI2","ABI2"
"Raph1","RAPH1","RAPH1"
"Cd28","CD28","CD28"
"Ctla4","CTLA4","CTLA4"
"Icos","ICOS","ICOS"
"Pard3b","PARD3B","PARD3B"
"Nrp2","NRP2","NRP2"
"Ino80d","INO80D","INO80D"
"Ndufs1","NDUFS1","NDUFS1"
"Zdbf2","ZDBF2","ZDBF2"
"Adam23","ADAM23","ADAM23"
"Fam237a","FAM237A","FAM237A"
"Mdh1b","MDH1B","MDH1B"
"Fastkd2","FASTKD2","FASTKD2"
"LOC120094803","KLF7","KLF7"
"Creb1","CREB1","CREB1"
"Mettl21a","METTL21A","METTL21A"
"Ccnyl1","CCNYL1B","CCNYL1B"
"Plekhm3","PLEKHM3","PLEKHM3"
"Cryga","CRYGA","CRYGA"
"Idh1","IDH1","IDH1"
"Pikfyve","PIKFYVE","PIKFYVE"
"Pth2r","PTH2R",NA
"Map2","MAP2","MAP2"
"Unc80","UNC80","UNC80"
"Kansl1l","KANSL1L","KANSL1L"
"Acadl","ACADL","ACADL"
"Myl1","MYL1","MYL1"
"Lancl1","LANCL1","LANCL1"
"Cps1","CPS1","CPS1"
"Erbb4","ERBB4","ERBB4"
"Ikzf2","IKZF2","IKZF2"
"Spag16","SPAG16","SPAG16"
"Vwc2l","VWC2L","VWC2L"
"Bard1","BARD1","BARD1"
"Abca12","ABCA12","ABCA12"
"Atic","ATIC","ATIC"
"Fn1","FN1","FN1"
"Mreg","MREG","MREG"
"Pecr","PECR","PECR"
"Tmem169","TMEM169","TMEM169"
"Xrcc5","XRCC5","XRCC5"
"Marchf4","MARCHF4","MARCHF4"
"Smarcal1","SMARCAL1","SMARCAL1"
"Igfbp2","IGFBP2","IGFBP2"
"Igfbp5","IGFBP5","IGFBP5"
"Tns1","TNS1","TNS1"
"Rufy4","RUFY4","RUFY4"
"Cxcr1","CXCR1","CXCR1"
"Arpc2","ARPC2","ARPC2"
"Gpbar1","GPBAR1","GPBAR1"
"Aamp","AAMP","AAMP"
"Pnkd","PNKD","PNKD"
"Tmbim1","TMBIM1","TMBIM1"
"Catip","CATIP","CATIP"
"Slc11a1","SLC11A1","SLC11A1"
"Ctdsp1","CTDSP1","CTDSP1"
"Vil1","VIL1","VIL1"
"Usp37","USP37","USP37"
"Cnot9","CNOT9","CNOT9"
"Plcd4","PLCD4","PLCD4"
"Zfp142","ZNF142","ZNF142"
"Bcs1l","BCS1L","BCS1L"
"Rnf25","RNF25","RNF25"
"Stk36","STK36","STK36"
"Ttll4","TTLL4","TTLL4"
"Cyp27a1","CYP27A1","CYP27A1"
"Wnt6","WNT6","WNT6"
"Wnt10a","WNT10A","WNT10A"
"Cdk5r2","CDK5R2","CDK5R2"
"Fev","FEV",NA
"Cryba2","CRYBA2","CRYBA2"
"Cfap65","CFAP65","CFAP65"
"Ihh","IHH","IHH"
"Nhej1","NHEJ1","NHEJ1"
"Slc23a3","SLC23A3",NA
"Cnppd1","CNPPD1","CNPPD1"
"Retreg2","RETREG2","RETREG2"
"Zfand2b","ZFAND2B","ZFAND2B"
"Abcb6","ABCB6","ABCB6"
"Atg9a","ATG9A","ATG9A"
"Ankzf1","ANKZF1","ANKZF1"
"Glb1l","GLB1L","GLB1L"
"Stk16","STK16","STK16"
"Tuba4a","TUBA4A","TUBA4A"
"Dnajb2","DNAJB2","DNAJB2"
"Ptprn","PTPRN","PTPRN"
"Resp18","RESP18","RESP18"
"Dnpep","DNPEP","DNPEP"
"Des","DES","DES"
"Speg","SPEG","SPEG"
"Gmppa","GMPPA","GMPPA"
"Asic4","ASIC4","ASIC4"
"Chpf","CHPF","CHPF"
"Obsl1","OBSL1","OBSL1"
"Tmem198","TMEM198","TMEM198"
"Inha","INHA","INHA"
"Stk11ip","STK11IP","STK11IP"
"Slc4a3","SLC4A3","SLC4A3"
"Epha4","EPHA4","EPHA4"
"Pax3","PAX3",NA
"Sgpp2","SGPP2","SGPP2"
"Farsb","FARSB","FARSB"
"Mogat1","MOGAT1","MOGAT1"
"Acsl3","ACSL3","ACSL3"
"Kcne4","KCNE4","KCNE4"
"Scg2","SCG2","SCG2"
"Ap1s3","AP1S3","AP1S3"
"Wdfy1","WDFY1","WDFY1"
"Mrpl44","MRPL44","MRPL44"
"Serpine2","SERPINE2","SERPINE2"
"Cul3","CUL3","CUL3"
"Dock10","DOCK10","DOCK10"
"Nyap2","NYAP2","NYAP2"
"Irs1","IRS1","IRS1"
"Rhbdd1","RHBDD1","RHBDD1"
"Col4a4","COL4A4","COL4A4"
"Col4a3","COL4A3","COL4A3"
"Mff","MFF","MFF"
"Slc19a3","SLC19A3","SLC19A3"
"Daw1","DAW1","DAW1"
"Sphkap","SPHKAP","SPHKAP"
"Pid1","PID1","PID1"
"Dner","DNER","DNER"
"Trip12","TRIP12","TRIP12"
"Fbxo36","FBXO36","FBXO36"
"Slc16a14","SLC16A14","SLC16A14"
"Sp110","SP110","SP110"
"Sp100","SP140","SP140"
"Cab39","CAB39","CAB39"
"Itm2c","ITM2C","ITM2C"
"Spata3","SPATA3","SPATA3"
"LOC100362216","C2orf72","C2orf72"
"Psmd1","PSMD1","PSMD1"
"Htr2b","HTR2B","HTR2B"
"Armc9","ARMC9","ARMC9"
"B3gnt7","B3GNT7","B3GNT7"
"Ncl","NCL","NCL"
"LOC120094883","SNORD82","SNORD82"
"Nmur1","NMUR1","NMUR1"
"Pde6d","PDE6D","PDE6D"
"Cops7b","COPS7B","COPS7B"
"Nppc","NPPC","NPPC"
"Dis3l2","DIS3L2","DIS3L2"
"Ecel1","ECEL1","ECEL1"
"Prss56","PRSS56","PRSS56"
"Efhd1","EFHD1","EFHD1"
"Gigyf2","GIGYF2","GIGYF2"
"Kcnj13","KCNJ13","KCNJ13"
"Ngef","NGEF","NGEF"
"Neu2","NEU2","NEU2"
"Inpp5d","INPP5D","INPP5D"
"Atg16l1","ATG16L1","ATG16L1"
"Sag","SAG","SAG"
"Dgkd","DGKD","DGKD"
"Usp40","USP40","USP40"
"Mroh2a","MROH2A","MROH2A"
"Hjurp","HJURP","HJURP"
"Trpm8","TRPM8","TRPM8"
"Spp2","SPP2","SPP2"
"Arl4c","ARL4C","ARL4C"
"Sh3bp4","SH3BP4","SH3BP4"
"Agap1","AGAP1","AGAP1"
"Gbx2","GBX2","GBX2"
"Asb18","ASB18","ASB18"
"Iqca1","IQCA1","IQCA1"
"Ackr3","ACKR3","ACKR3"
"Cops8","COPS8","COPS8"
"Col6a3","COL6A3","COL6A3"
"Mlph","MLPH","MLPH"
"Rbm44","RBM44","RBM44"
"Ramp1","RAMP1","RAMP1"
"Ube2f","UBE2F","UBE2F"
"Scly","SCLY","SCLY"
"Klhl30","KLHL30","KLHL30"
"Erfe","ERFE","ERFE"
"Ilkap","ILKAP","ILKAP"
"Hes6","HES6","HES6"
"Per2","PER2","PER2"
"Traf3ip1","TRAF3IP1","TRAF3IP1"
"Asb1","ASB1","ASB1"
"Twist2","TWIST2","TWIST2"
"Hdac4","HDAC4","HDAC4"
"Otos","OTOS","OTOS"
"Gpc1","GPC1","GPC1"
"Ankmy1","ANKMY1","ANKMY1"
"Rnpepl1","RNPEPL1","RNPEPL1"
"Capn10","CAPN10","CAPN10"
"Gpr35","GPR35","GPR35"
"Kif1a","KIF1A","KIF1A"
"Mab21l4","MAB21L4","MAB21L4"
"Crocc2","CROCC2","CROCC2"
"Sned1","SNED1","SNED1"
"Mterf4","MTERF4","MTERF4"
"Pask","PASK","PASK"
"Ppp1r7","PPP1R7","PPP1R7"
"Hdlbp","HDLBP","HDLBP"
"Septin2","SEPTIN2","SEPTIN2"
"Farp2","FARP2","FARP2"
"Stk25","STK25","STK25"
"Bok","BOK","BOK"
"Thap4","THAP4","THAP4"
"Atg4b","ATG4B","ATG4B"
"Dtymk","DTYMK","DTYMK"
"Ing5","ING5","ING5"
"D2hgdh","D2HGDH","D2HGDH"
"Neu4","NEU4","NEU4"
"Pdcd1","PDCD1","PDCD1"
"Fam174a","FAM174A","FAM174A"
"St8sia4","ST8SIA4","ST8SIA4"
